geoid,CRS1112,CRS1213,CRS1314,CRS1415,CRS1516,CRS1617,CRS1718,CRS1819,CRS1920,CRS2021,CRS2122,MSP1112,MSP1213,MSP1314,MSP1415,MSP1516,MSP1617,MSP1718,MSP1819,MSP1920,MSP2021,MSP2122,DRR1112,DRR1213,DRR1314,DRR1415,DRR1516,DRR1617,DRR1718,DRR1819,DRR1920,DRR2021,DRR2122,MSP1112C,MSP1213C,MSP1314C,MSP1415C,MSP1516C,MSP1617C,MSP1718C,MSP1819C,MSP1920C,MSP2021C,MSP2122C,DRR1112C,DRR1213C,DRR1314C,DRR1415C,DRR1516C,DRR1617C,DRR1718C,DRR1819C,DRR1920C,DRR2021C,DRR2122C,PdMSP1121,PdMSP1822,dDRR1118,dDRR1121,dDRR1822,PdMSP1121C,dDRR1121C,dDRR1118WPPNC,dDRR1121WPPNC
421010007021,8,7,9,9,10,15,15,11,7,3,4,207500,225000,239000,312000,696250,415000,415000,470000,627500,NULL,NULL,1.999760,2.254761,2.426775,3.751984,11.061473,5.167690,4.551968,5.152937,7.497869,NULL,NULL,"$200,000 - $250,000","$200,000 - $250,000","$200,000 - $250,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Insufficient Data,Insufficient Data,1.5 - 2.0,2.0 - 2.5,2.0 - 2.5,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,Insufficient Data,Insufficient Data,NULL,NULL,2.552208,NULL,NULL,Insufficient Data,Insufficient Data,At Risk,Insufficient Data
421010007022,8,7,4,6,12,13,11,11,12,14,10,186500,188000,NULL,206750,328750,390000,180000,200000,277000,272500,272500,-0.246940,-0.305239,NULL,-0.277916,0.821173,1.120990,-1.437032,-1.549063,-1.132831,-1.843641,-1.959929,"$175,000 - $200,000","$175,000 - $200,000",Insufficient Data,"$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$175,000 - $200,000","$200,000 - $250,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Insufficient Data,Below Area Average,0.5 - 1.0,1.0 - 1.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,46.11260053619303,36.25,-1.190092,-1.596701,-0.410866,25% - 50% Increase,Less than -1.5,Not at Risk,Not at Risk
421010008011,5,8,9,7,6,13,13,6,6,9,9,850000,817000,957500,1060000,895000,1019210,1175000,1350000,1097500,725000,725000,2.238060,1.970661,2.584575,2.996284,2.014473,2.290990,2.472868,2.929837,1.365769,-1.028841,-1.201529,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",2.0 - 2.5,1.5 - 2.0,2.5 - 3.0,2.5 - 3.0,2.0 - 2.5,2.0 - 2.5,2.0 - 2.5,2.5 - 3.0,1.0 - 1.5,Below Area Average,Below Area Average,-14.705882352941176,-46.2962962962963,0.234808,-3.266901,-4.131366,Declined,Less than -1.5,At Risk,Not at Risk
421010008012,22,29,47,47,35,87,97,51,43,38,36,522250,400000,331000,375000,375000,1300000,1330000,520000,480000,456500,372500,0.531360,-0.180239,-0.587225,-0.471616,-0.593927,3.661790,3.216268,-0.982363,-1.471431,-2.242141,-2.684129,"$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000",0.5 - 1.0,Below Area Average,Below Area Average,Below Area Average,Below Area Average,3.0 or Above,3.0 or Above,Below Area Average,Below Area Average,Below Area Average,Below Area Average,-12.589755864049785,-28.365384615384617,2.684908,-2.773501,-1.701766,Declined,Less than -1.5,At Risk,Not at Risk
421010008031,7,7,7,8,10,11,8,10,9,11,12,675000,721350,767250,858625,2225000,985000,845000,999306.5,1100000,1295000,1222500,8.217460,8.771661,9.236175,10.498484,30.566173,11.550790,8.835268,10.510837,11.285469,13.018559,10.970671,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,91.85185185185185,22.334839210992822,0.617808,4.801099,0.459834,50% - 100% Increase,1.5 or Above,At Risk,At Elevated Risk
421010008032,18,22,25,28,30,36,40,41,26,23,33,324500,565000,525000,527000,532000,471750,490000,550000,560000,501500,550000,-0.951940,-0.111439,-0.318525,-0.418316,-0.522727,-0.999810,-1.443332,-1.536863,-1.794531,-2.647141,-2.558529,"$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,54.54545454545455,0,-0.491392,-1.695201,-1.021666,50% - 100% Increase,Less than -1.5,Not at Risk,Not at Risk
421010008033,53,39,43,60,61,46,33,47,53,49,41,512500,512500,462000,377450,395000,411000,526000,554000,415000,395000,365000,0.434260,0.354161,0.035375,-0.492416,-0.528027,-0.713010,-0.683632,-0.867463,-1.803131,-2.551041,-2.742329,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,-22.926829268292682,-34.11552346570397,-1.117892,-2.985301,-1.874866,Declined,Less than -1.5,Not at Risk,Not at Risk
421010008034,65,65,72,77,59,68,83,70,57,77,61,408000,437500,456500,483000,483000,477500,480000,432500,400000,465000,490000,-0.633840,-0.592639,-0.572225,-0.581216,-0.702527,-0.979210,-1.478432,-1.941963,-2.332331,-2.767741,-2.743129,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,13.970588235294118,13.294797687861271,-0.844592,-2.133901,-0.801166,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010008051,78,67,67,67,74,66,49,53,54,64,57,573750,420000,475000,705000,673500,440000,532500,532500,627500,566625,500000,3.301560,1.737161,2.155675,4.187984,3.732573,1.262190,1.530168,1.178537,1.620769,0.399659,-0.386829,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,1.5 - 2.0,2.0 - 2.5,3.0 or Above,3.0 or Above,1.0 - 1.5,1.5 - 2.0,1.0 - 1.5,1.5 - 2.0,0.0 - 0.5,Below Area Average,-1.2418300653594772,-6.103286384976526,-1.771392,-2.901901,-1.565366,Declined,Less than -1.5,Not at Risk,Not at Risk
421010008052,6,4,5,7,7,6,6,8,8,12,9,1600000,NULL,2000000,850000,825000,822500,1470500,957500,784500,1139500,1400000,13.120860,NULL,16.341775,5.536884,5.128973,4.693290,9.796468,4.859337,2.946269,5.156259,6.568471,"$400,000 or Above",Insufficient Data,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,Insufficient Data,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,2.5 - 3.0,3.0 or Above,3.0 or Above,-28.78125,46.21409921671018,-3.324392,-7.964601,1.709134,Declined,Less than -1.5,Not at Risk,Not at Risk
421010008061,89,72,70,67,59,57,52,60,64,52,46,300000,303250,303750,320000,329500,335000,347400,309500,288500,299500,344950,1.836860,1.786661,1.699175,1.803884,1.783473,1.528990,1.130268,0.325337,-0.261531,-0.818041,-0.512829,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,-0.16666666666666666,11.453957996768983,-0.706592,-2.654901,-0.838166,Declined,Less than -1.5,Not at Risk,Not at Risk
421010008062,2,5,4,1,2,4,4,4,3,1,2,NULL,700000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.360261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,"$400,000 or Above",Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,3.0 or Above,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010009011,13,15,12,8,11,12,12,14,15,16,13,349000,349000,361000,358500,365000,420000,395000,406500,500000,507000,655000,0.762260,0.679061,0.704175,0.576384,0.497373,0.644090,-0.086932,-0.322763,0.052869,-0.585541,0.221571,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.5 - 1.0,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,0.0 - 0.5,45.27220630372493,61.13161131611316,-0.849192,-1.347801,0.544334,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010009012,44,32,45,55,68,75,78,73,59,65,56,75000,88250,125000,150000,100000,94500,96500,100000,94000,92900,94437.5,-1.511340,-1.454639,-1.166225,-1.054116,-1.605727,-1.885110,-2.360532,-2.616563,-2.928331,-3.577441,-3.562529,"Below $100,000","Below $100,000","$125,000 - $150,000","$150,000 - $175,000","$100,000 - $125,000","Below $100,000","Below $100,000","$100,000 - $125,000","Below $100,000","Below $100,000","Below $100,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,23.866666666666667,-5.5625,-0.849192,-2.066101,-0.945966,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010009021,18,17,23,27,26,18,20,19,11,17,17,827500,840000,825000,1000000,1100000,1030000,1434000,975000,800000,900000,1050000,10.591760,10.606961,10.124375,12.644784,13.889873,12.228390,17.235568,10.196537,7.224769,7.756659,8.846771,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,8.761329305135952,7.6923076923076925,6.643808,-2.835101,-1.349766,Less than 25% Increase,Less than -1.5,At Elevated Risk,Not at Risk
421010009022,37,33,36,36,29,31,35,23,25,37,26,525000,521250,384000,376000,381000,420000,425000,365000,474000,440000,429000,1.798560,1.677361,0.572075,0.405784,0.311973,0.305390,-0.190132,-0.924463,-0.500831,-1.405541,-1.619629,"$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above",1.5 - 2.0,1.5 - 2.0,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,-16.19047619047619,17.534246575342465,-1.988692,-3.204101,-0.695166,Declined,Less than -1.5,Not at Risk,Not at Risk
421010010011,30,40,33,27,33,37,40,37,37,43,32,636250,602500,695000,795000,649900,875000,825000,715000,750000,865000,995000,1.373760,1.097561,1.519775,1.956884,1.029773,1.907690,1.091268,0.189837,0.027869,-0.102841,0.248171,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",1.0 - 1.5,1.0 - 1.5,1.5 - 2.0,1.5 - 2.0,1.0 - 1.5,1.5 - 2.0,1.0 - 1.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,0.0 - 0.5,35.952848722986246,39.16083916083916,-0.282492,-1.476601,0.058334,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010010012,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010010013,79,89,87,85,99,110,121,130,107,82,64,325000,385000,389000,362250,400000,442500,445000,485000,500000,368000,339500,0.565660,0.987861,0.941675,0.614084,0.789873,0.830490,0.310268,0.286537,0.061369,-1.599041,-1.927329,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000",0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,13.23076923076923,-30,-0.255392,-2.164701,-2.213866,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010010021,68,85,80,97,122,118,106,87,78,75,58,319062.5,375000,420000,455000,414350,420000,452500,490000,554750,335000,310000,-0.508040,-0.287439,-0.112725,-0.040716,-0.373227,-0.611210,-0.967932,-1.097763,-1.099231,-2.774141,-2.932329,"$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000",Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,4.995102840352596,-36.734693877551024,-0.459892,-2.266101,-1.834566,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010010022,24,34,29,24,32,40,33,27,27,33,32,837500,850000,850000,920000,905000,897500,920000,972000,1025000,830000,895000,1.952360,1.919061,1.822675,2.051884,1.834973,1.475190,1.026668,0.916337,0.794469,-0.744141,-0.677029,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",1.5 - 2.0,1.5 - 2.0,1.5 - 2.0,2.0 - 2.5,1.5 - 2.0,1.0 - 1.5,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,Below Area Average,Below Area Average,-0.8955223880597015,-7.921810699588478,-0.925692,-2.696501,-1.593366,Declined,Less than -1.5,Not at Risk,Not at Risk
421010010023,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,NULL,NULL,NULL,NULL,NULL,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
421010010024,49,62,82,139,139,91,86,82,87,97,68,386000,440000,589200,690345,615265,440000,402500,437500,615000,575000,529000,0.752860,1.077261,2.101475,2.743584,2.040673,0.458290,-0.338032,-0.416163,0.457669,-0.503241,-0.995429,"$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.5 - 1.0,1.0 - 1.5,2.0 - 2.5,2.5 - 3.0,2.0 - 2.5,0.0 - 0.5,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,Below Area Average,48.96373056994819,20.914285714285715,-1.090892,-1.256101,-0.579266,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010011011,17,20,25,35,31,22,25,24,19,25,21,310000,292500,284900,305000,325000,369500,377500,397450,310000,310000,380000,0.246860,0.032261,-0.087325,-0.041016,-0.015927,0.036290,-0.431532,-0.607563,-1.528331,-2.191941,-1.840029,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000",0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,0,-4.390489369732042,-0.678392,-2.438801,-1.232466,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010011012,20,25,43,43,30,31,32,20,19,32,25,327500,315000,315000,318000,377500,365000,367000,414750,475000,399850,433000,0.675460,0.484761,0.414875,0.333184,0.704673,0.307390,-0.206932,-0.150763,-0.012131,-1.271041,-1.192829,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$400,000 or Above",0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,Below Area Average,22.091603053435115,4.400241109101868,-0.882392,-1.946501,-1.042066,Less than 25% Increase,Less than -1.5,Not at Risk,Not at Risk
421010011013,30,32,32,31,46,56,47,37,28,40,38,424000,433000,510000,522000,505000,507500,580000,625000,478000,652000,675000,3.143460,3.149861,3.971975,4.011484,3.642073,3.298090,3.554768,3.680437,1.626669,2.809559,2.604671,"$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,3.0 or Above,1.5 - 2.0,2.5 - 3.0,2.5 - 3.0,53.77358490566038,8,0.411308,-0.333901,-1.075766,50% - 100% Increase,-0.5 to 0.0,At Risk,Not at Risk
421010011014,21,23,24,28,36,33,22,17,21,30,24,354900,305000,324250,396750,393500,440000,485000,411000,495000,509875,537500,0.520360,0.062161,0.142975,0.573684,0.417873,0.463490,0.246568,-0.594163,-0.343531,-0.928241,-0.937629,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above","$400,000 or Above",0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.5 - 1.0,0.0 - 0.5,0.0 - 0.5,0.0 - 0.5,Below Area Average,Below Area Average,Below Area Average,Below Area Average,43.667230205691745,30.778588807785887,-0.273792,-1.448601,-0.343466,25% - 50% Increase,-1.5 to -1.0,Not at Risk,Not at Risk
421010011021,51,56,58,62,67,64,68,72,62,53,48,331500,385450,360950,380000,395000,442500,472500,389875,372500,415000,425000,0.728360,1.115661,0.824475,0.880284,0.872673,0.965190,0.666268,-0.328563,-0.785131,-1.136541,-1.230729,"$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above","$250,000 - $400,000","$250,000 - $400,000","$400,000 or Above","$400,000 or Above",0.5 - 1.0,1.0 - 1.5,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,0.5 - 1.0,Below Area Average,Below Area Average,Below Area Average,Below Area Average,25.188536953242835,9.009297851875601,-0.062092,-1.864901,-0.902166,25% - 50% Increase,Less than -1.5,Not at Risk,Not at Risk
